Table,DMStat,DMRisk,DMBMI,DMAge,F_RIDRETH3,RIDRETH3,F_RIAGENDR,RIAGENDR,Frequency,WgtFreq,StdDev,Percent,StdErr,_SkipLine
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic Black,NonHispanic Black,Female,Female,26,596190,174836,6.1205,1.7830,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic Black,NonHispanic Black,Total,,36,848310,207771,8.7087,2.0313,1
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic Asian,NonHispanic Asian,Male,Male,11,213200,62889,2.1887,0.6895,-
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic Asian,NonHispanic Asian,Female,Female,5,108621,64330,1.1151,0.6156,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,NonHispanic Asian,NonHispanic Asian,Total,,16,321821,111053,3.3038,1.1039,1
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,2,72435,51821,0.7436,0.4739,-
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,2,42233,30704,0.4336,0.3158,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,4,114668,60234,1.1772,0.5393,1
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Total,,Male,Male,77,5256908,1208744,53.9672,6.0930,-
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Total,,Female,Female,101,4484032,693071,46.0328,6.0930,
Table 38 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,45-49,Total,,Total,,178,9740940,1527362,100.0000,_,1
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Mexican American,Mexican American,Male,Male,15,442402,169170,5.4191,1.8540,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Mexican American,Mexican American,Female,Female,11,179561,67376,2.1995,0.9811,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Mexican American,Mexican American,Total,,26,621963,156673,7.6186,1.8583,1
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Other Hispanic,Other Hispanic,Male,Male,12,277555,73144,3.3999,0.9974,-
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Other Hispanic,Other Hispanic,Female,Female,15,289105,65856,3.5413,0.8851,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Other Hispanic,Other Hispanic,Total,,27,566660,119657,6.9412,1.6734,1
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic White,NonHispanic White,Male,Male,28,2981569,593803,36.5222,5.2061,-
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic White,NonHispanic White,Female,Female,25,3064747,601820,37.5410,5.1620,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic White,NonHispanic White,Total,,53,6046316,885800,74.0632,3.2805,1
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic Black,NonHispanic Black,Male,Male,11,269287,87483,3.2986,1.2035,-
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic Black,NonHispanic Black,Female,Female,15,392390,68903,4.8065,0.8788,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic Black,NonHispanic Black,Total,,26,661677,124675,8.1051,1.7806,1
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic Asian,NonHispanic Asian,Male,Male,1,11067,11067,0.1356,0.1306,-
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic Asian,NonHispanic Asian,Female,Female,5,103804,35967,1.2715,0.4560,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,NonHispanic Asian,NonHispanic Asian,Total,,6,114871,37631,1.4071,0.4627,1
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,3,107718,63144,1.3195,0.7593,-
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,1,44522,44522,0.5454,0.5410,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,4,152240,99804,1.8648,1.2032,1
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Total,,Male,Male,70,4089598,619579,50.0947,4.5122,-
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Total,,Female,Female,72,4074130,566754,49.9053,4.5122,
Table 39 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,50-54,Total,,Total,,142,8163727,931229,100.0000,_,1
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Mexican American,Mexican American,Male,Male,8,193868,58751,3.8143,1.3098,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Mexican American,Mexican American,Female,Female,9,163134,65643,3.2096,1.3924,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Mexican American,Mexican American,Total,,17,357002,97430,7.0239,2.2284,1
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Other Hispanic,Other Hispanic,Male,Male,2,41576,29629,0.8180,0.6015,-
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Other Hispanic,Other Hispanic,Female,Female,5,98976,47714,1.9473,0.9705,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Other Hispanic,Other Hispanic,Total,,7,140553,62550,2.7653,1.2941,1
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic White,NonHispanic White,Male,Male,18,1725292,333323,33.9446,4.4175,-
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic White,NonHispanic White,Female,Female,20,2341345,403980,46.0653,5.1820,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic White,NonHispanic White,Total,,38,4066637,594339,80.0100,4.2749,1
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic Black,NonHispanic Black,Male,Male,4,107526,44169,2.1155,0.8908,-
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic Black,NonHispanic Black,Female,Female,10,276103,86612,5.4322,1.8779,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic Black,NonHispanic Black,Total,,14,383628,115608,7.5478,2.4850,1
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic Asian,NonHispanic Asian,Male,Male,2,31964,22809,0.6289,0.4465,-
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic Asian,NonHispanic Asian,Female,Female,2,38129,27101,0.7502,0.5401,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,NonHispanic Asian,NonHispanic Asian,Total,,4,70093,44912,1.3791,0.8888,1
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,2,64751,45984,1.2739,0.9059,-
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,2,64751,45984,1.2739,0.9059,1
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Total,,Male,Male,36,2164977,335598,42.5953,4.4954,-
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Total,,Female,Female,46,2917687,365449,57.4047,4.4954,
Table 40 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,55-59,Total,,Total,,82,5082664,532503,100.0000,_,1
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Mexican American,Mexican American,Male,Male,10,87482,32698,1.9404,0.7904,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Mexican American,Mexican American,Female,Female,9,94980,44104,2.1067,1.0552,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Mexican American,Mexican American,Total,,19,182462,52628,4.0471,1.3671,1
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Other Hispanic,Other Hispanic,Male,Male,10,85197,46435,1.8897,1.0893,-
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Other Hispanic,Other Hispanic,Female,Female,15,119271,85518,2.6455,1.9784,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Other Hispanic,Other Hispanic,Total,,25,204468,125860,4.5352,2.9389,1
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic White,NonHispanic White,Male,Male,19,2157189,541817,47.8471,7.7016,-
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic White,NonHispanic White,Female,Female,12,1369475,416938,30.3754,7.2257,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic White,NonHispanic White,Total,,31,3526664,731955,78.2225,6.2169,1
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Male,Male,9,119058,44530,2.6407,1.0261,-
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Female,Female,10,199342,66477,4.4215,1.5514,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic Black,NonHispanic Black,Total,,19,318400,93310,7.0622,2.2050,1
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Male,Male,1,23284,23284,0.5164,0.5170,-
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Female,Female,4,92203,46200,2.0451,1.1228,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,NonHispanic Asian,NonHispanic Asian,Total,,5,115487,51736,2.5615,1.2585,1
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,1,161025,161025,3.5716,3.5567,-
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,1,161025,161025,3.5716,3.5567,1
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Total,,Male,Male,50,2633233,524269,58.4059,6.1832,-
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Total,,Female,Female,50,1875272,375358,41.5941,6.1832,
Table 41 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,60-64,Total,,Total,,100,4508505,699601,100.0000,_,1
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Mexican American,Mexican American,Male,Male,9,86801,37642,1.4076,0.5923,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Mexican American,Mexican American,Female,Female,10,108817,36139,1.7646,0.5505,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Mexican American,Mexican American,Total,,19,195618,70071,3.1722,1.0815,1
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Male,Male,8,68931,27484,1.1178,0.5365,-
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Female,Female,10,80275,26177,1.3017,0.6285,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Other Hispanic,Other Hispanic,Total,,18,149206,47321,2.4195,1.0869,1
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Male,Male,27,2900910,874550,47.0417,5.8598,-
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Female,Female,23,2458635,640717,39.8696,4.7096,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic White,NonHispanic White,Total,,50,5359545,1392890,86.9113,3.8818,1
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Male,Male,12,149828,38207,2.4296,0.7512,-
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Female,Female,6,111870,37464,1.8141,0.6571,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic Black,NonHispanic Black,Total,,18,261698,67707,4.2437,1.2913,1
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Male,Male,0,,,,,-
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Female,Female,1,25082,25082,0.4067,0.4106,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,NonHispanic Asian,NonHispanic Asian,Total,,1,25082,25082,0.4067,0.4106,1
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,1,15275,15275,0.2477,0.2567,-
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,2,160260,160260,2.5988,2.6162,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,3,175535,160986,2.8465,2.6395,1
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Total,,Male,Male,57,3221745,888286,52.2444,5.5193,-
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Total,,Female,Female,52,2944938,683145,47.7556,5.5193,
Table 42 of RIDRETH3 * RIAGENDR,Healthy,At risk,Obese,65-70,Total,,Total,,109,6166683,1422408,100.0000,_,1
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Mexican American,Mexican American,Male,Male,8,86737,11452,1.2941,0.2662,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Mexican American,Mexican American,Female,Female,10,122095,33735,1.8217,0.4747,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Mexican American,Mexican American,Total,,18,208832,34345,3.1158,0.5611,1
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Male,Male,5,48083,26567,0.7174,0.3997,-
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Female,Female,7,74581,45610,1.1128,0.7399,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Other Hispanic,Other Hispanic,Total,,12,122664,54586,1.8302,0.8993,1
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Male,Male,64,2721498,425237,40.6051,3.5693,-
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Female,Female,47,3077345,536694,45.9144,3.8198,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic White,NonHispanic White,Total,,111,5798843,848350,86.5195,2.8730,1
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,10,141003,32954,2.1038,0.5835,-
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,13,248277,78362,3.7043,1.3848,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic Black,NonHispanic Black,Total,,23,389280,89344,5.8081,1.7067,1
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,1,13484,13484,0.2012,0.2038,-
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,2,46315,32789,0.6910,0.5350,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,3,59799,35453,0.8922,0.5875,1
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,2,80881,57534,1.2068,0.7991,-
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,2,42056,29924,0.6275,0.4697,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,4,122937,64851,1.8342,0.9215,1
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Total,,Male,Male,90,3091686,449880,46.1284,3.7557,-
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Total,,Female,Female,81,3610669,499185,53.8716,3.7557,
Table 43 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Obese,Over 70,Total,,Total,,171,6702354,803949,100.0000,_,1
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Male,Male,2,23356,16526,0.9358,0.6925,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Female,Female,0,,,,,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Mexican American,Mexican American,Total,,2,23356,16526,0.9358,0.6925,1
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Male,Male,2,17795,12636,0.7130,0.5219,-
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Female,Female,4,52849,17787,2.1175,0.7119,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Other Hispanic,Other Hispanic,Total,,6,70644,16701,2.8306,0.7141,1
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Male,Male,16,479476,150537,19.2116,5.7738,-
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Female,Female,23,1604587,304629,64.2924,6.1251,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic White,NonHispanic White,Total,,39,2084064,336184,83.5040,4.8416,1
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,5,78168,40855,3.1320,1.5550,-
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,1,20542,20542,0.8231,0.7774,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic Black,NonHispanic Black,Total,,6,98710,57535,3.9551,2.1524,1
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,1,19360,19360,0.7757,0.7666,-
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,3,58219,33621,2.3327,1.3494,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,4,77579,38797,3.1084,1.5389,1
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,4,141413,92887,5.6661,3.8389,-
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,4,141413,92887,5.6661,3.8389,1
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Total,,Male,Male,30,759568,157139,30.4343,6.2054,-
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Total,,Female,Female,31,1736198,320732,69.5657,6.2054,
Table 44 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Overwweight,Over 70,Total,,Total,,61,2495766,340175,100.0000,_,1
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Male,Male,2,19808,14194,1.5162,1.2178,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Female,Female,1,11641,11641,0.8911,0.9333,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Mexican American,Mexican American,Total,,3,31449,18357,2.4072,1.6319,1
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Male,Male,1,8949,8949,0.6850,0.7322,-
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Female,Female,2,22850,16184,1.7490,1.3774,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Other Hispanic,Other Hispanic,Total,,3,31800,23128,2.4340,1.9689,1
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Male,Male,6,159173,112155,12.1835,4.6087,-
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Female,Female,13,791342,307336,60.5715,7.0115,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic White,NonHispanic White,Total,,19,950515,407385,72.7551,7.3102,1
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Male,Male,5,68902,25214,5.2740,2.6000,-
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Female,Female,3,50699,29567,3.8806,3.2133,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic Black,NonHispanic Black,Total,,8,119601,37919,9.1546,5.0960,1
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Male,Male,1,25066,25066,1.9187,2.1152,-
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Female,Female,2,49547,49547,3.7925,3.9000,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,NonHispanic Asian,NonHispanic Asian,Total,,3,74614,55527,5.7111,4.6551,1
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Male,Male,1,98481,98481,7.5380,5.2775,-
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Female,Female,0,,,,,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Other Race Including Multi Racial,Total,,1,98481,98481,7.5380,5.2775,1
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Total,,Male,Male,16,380379,210022,29.1153,7.6570,-
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Total,,Female,Female,21,926080,297165,70.8847,7.6570,
Table 45 of RIDRETH3 * RIAGENDR,Healthy,Not at risk,Healthy,Over 70,Total,,Total,,37,1306459,477064,100.0000,_,1
