Status,Risk,BMI,Age,Race,Sex,N,Population,Percent
Diagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Asian,Female,1,19255,32.3524
Diagnosed Prediabetes,Not at risk,Healthy,50-54,NonHispanic Asian,,1,19255,32.3524
Diagnosed Prediabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,50-54,Other Race Including Multi Racial,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,50-54,,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,50-54,,Female,3,59516,100
Diagnosed Prediabetes,Not at risk,Healthy,50-54,,,3,59516,100
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Mexican American,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Mexican American,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Mexican American,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Other Hispanic,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Other Hispanic,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Other Hispanic,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic White,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic White,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic White,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Black,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Black,Female,1,26702,100
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Black,,1,26702,100
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Asian,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Asian,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,NonHispanic Asian,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,Other Race Including Multi Racial,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,55-59,,Female,1,26702,100
Diagnosed Prediabetes,Not at risk,Healthy,55-59,,,1,26702,100
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Mexican American,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Mexican American,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Mexican American,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Other Hispanic,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Other Hispanic,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Other Hispanic,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic White,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic White,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic White,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Black,Male,1,16147,100
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Black,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Black,,1,16147,100
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Asian,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,NonHispanic Asian,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,Other Race Including Multi Racial,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,,Male,1,16147,100
Diagnosed Prediabetes,Not at risk,Healthy,60-64,,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,60-64,,,1,16147,100
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Mexican American,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Mexican American,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Mexican American,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Other Hispanic,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Other Hispanic,Female,1,7873,28.0652
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Other Hispanic,,1,7873,28.0652
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic White,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic White,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic White,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Black,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Black,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Black,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Male,1,20179,71.9348
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Asian,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,NonHispanic Asian,,1,20179,71.9348
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,Other Race Including Multi Racial,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,65-70,,Male,1,20179,71.9348
Diagnosed Prediabetes,Not at risk,Healthy,65-70,,Female,1,7873,28.0652
Diagnosed Prediabetes,Not at risk,Healthy,65-70,,,2,28052,100
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Mexican American,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Hispanic,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,Male,1,20281,49.5143
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic White,,1,20281,49.5143
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,Female,1,20679,50.4857
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Black,,1,20679,50.4857
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,NonHispanic Asian,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Male,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,Female,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,Other Race Including Multi Racial,,0,,
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,,Male,1,20281,49.5143
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,,Female,1,20679,50.4857
Diagnosed Prediabetes,Not at risk,Healthy,Over 70,,,2,40961,100
Undiagnosed Diabetes,At risk,Obese,Under 40,Mexican American,Male,4,111746,20.172
Undiagnosed Diabetes,At risk,Obese,Under 40,Mexican American,Female,0,,
Undiagnosed Diabetes,At risk,Obese,Under 40,Mexican American,,4,111746,20.172
Undiagnosed Diabetes,At risk,Obese,Under 40,Other Hispanic,Male,1,27745,5.0084
Undiagnosed Diabetes,At risk,Obese,Under 40,Other Hispanic,Female,1,31441,5.6756
Undiagnosed Diabetes,At risk,Obese,Under 40,Other Hispanic,,2,59186,10.684
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic White,Male,1,44758,8.0795
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic White,Female,1,111468,20.1217
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic White,,2,156226,28.2012
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic Black,Male,2,53982,9.7446
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic Black,Female,5,129542,23.3844
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic Black,,7,183524,33.129
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic Asian,Male,1,24664,4.4522
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic Asian,Female,1,18623,3.3617
Undiagnosed Diabetes,At risk,Obese,Under 40,NonHispanic Asian,,2,43286,7.8139
Undiagnosed Diabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,At risk,Obese,Under 40,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,At risk,Obese,Under 40,,Male,9,262895,47.4567
Undiagnosed Diabetes,At risk,Obese,Under 40,,Female,8,291073,52.5433
Undiagnosed Diabetes,At risk,Obese,Under 40,,,17,553969,100
Undiagnosed Diabetes,At risk,Obese,40-44,Mexican American,Male,1,35119,7.2323
Undiagnosed Diabetes,At risk,Obese,40-44,Mexican American,Female,1,21073,4.3397
Undiagnosed Diabetes,At risk,Obese,40-44,Mexican American,,2,56192,11.572
Undiagnosed Diabetes,At risk,Obese,40-44,Other Hispanic,Male,0,,
Undiagnosed Diabetes,At risk,Obese,40-44,Other Hispanic,Female,2,46847,9.6475
Undiagnosed Diabetes,At risk,Obese,40-44,Other Hispanic,,2,46847,9.6475
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic White,Male,1,126793,26.1114
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic White,Female,1,28601,5.8901
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic White,,2,155394,32.0014
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic Black,Male,5,125062,25.7548
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic Black,Female,4,79312,16.3332
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic Black,,9,204373,42.088
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic Asian,Male,1,22779,4.6911
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,At risk,Obese,40-44,NonHispanic Asian,,1,22779,4.6911
Undiagnosed Diabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,At risk,Obese,40-44,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,At risk,Obese,40-44,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,At risk,Obese,40-44,,Male,8,309753,63.7895
Undiagnosed Diabetes,At risk,Obese,40-44,,Female,8,175833,36.2105
Undiagnosed Diabetes,At risk,Obese,40-44,,,16,485586,100
Undiagnosed Diabetes,At risk,Obese,45-49,Mexican American,Male,2,57380,13.7094
Undiagnosed Diabetes,At risk,Obese,45-49,Mexican American,Female,2,49866,11.9142
Undiagnosed Diabetes,At risk,Obese,45-49,Mexican American,,4,107246,25.6236
Undiagnosed Diabetes,At risk,Obese,45-49,Other Hispanic,Male,0,,
Undiagnosed Diabetes,At risk,Obese,45-49,Other Hispanic,Female,1,21429,5.12
Undiagnosed Diabetes,At risk,Obese,45-49,Other Hispanic,,1,21429,5.12
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic White,Male,1,47080,11.2485
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic White,Female,1,117609,28.0995
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic White,,2,164689,39.3481
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic Black,Male,1,21834,5.2166
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic Black,Female,4,80522,19.2386
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic Black,,5,102356,24.4551
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic Asian,Male,1,22824,5.4532
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,At risk,Obese,45-49,NonHispanic Asian,,1,22824,5.4532
Undiagnosed Diabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,At risk,Obese,45-49,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,At risk,Obese,45-49,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,At risk,Obese,45-49,,Male,5,149118,35.6277
Undiagnosed Diabetes,At risk,Obese,45-49,,Female,8,269427,64.3723
Undiagnosed Diabetes,At risk,Obese,45-49,,,13,418544,100
Undiagnosed Diabetes,At risk,Obese,50-54,Mexican American,Male,2,71104,13.0005
Undiagnosed Diabetes,At risk,Obese,50-54,Mexican American,Female,3,49225,9.0003
Undiagnosed Diabetes,At risk,Obese,50-54,Mexican American,,5,120329,22.0008
Undiagnosed Diabetes,At risk,Obese,50-54,Other Hispanic,Male,1,24573,4.4929
Undiagnosed Diabetes,At risk,Obese,50-54,Other Hispanic,Female,1,12511,2.2875
Undiagnosed Diabetes,At risk,Obese,50-54,Other Hispanic,,2,37084,6.7804
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic White,Male,1,146672,26.8174
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic White,Female,1,126323,23.0968
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic White,,2,272995,49.9142
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic Black,Male,2,46248,8.4559
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic Black,Female,2,57156,10.4503
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic Black,,4,103403,18.9062
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic Asian,Male,1,13118,2.3984
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,At risk,Obese,50-54,NonHispanic Asian,,1,13118,2.3984
Undiagnosed Diabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,At risk,Obese,50-54,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,At risk,Obese,50-54,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,At risk,Obese,50-54,,Male,7,301714,55.1652
Undiagnosed Diabetes,At risk,Obese,50-54,,Female,7,245215,44.8348
Undiagnosed Diabetes,At risk,Obese,50-54,,,14,546929,100
Undiagnosed Diabetes,At risk,Obese,55-59,Mexican American,Male,0,,
Undiagnosed Diabetes,At risk,Obese,55-59,Mexican American,Female,1,18471,3.4348
Undiagnosed Diabetes,At risk,Obese,55-59,Mexican American,,1,18471,3.4348
Undiagnosed Diabetes,At risk,Obese,55-59,Other Hispanic,Male,3,79699,14.8202
Undiagnosed Diabetes,At risk,Obese,55-59,Other Hispanic,Female,1,18419,3.4251
Undiagnosed Diabetes,At risk,Obese,55-59,Other Hispanic,,4,98118,18.2454
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic White,Male,1,177064,32.9255
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic White,Female,1,162305,30.1811
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic White,,2,339369,63.1066
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic Black,Male,0,,
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic Black,,0,,
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic Asian,Male,0,,
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic Asian,Female,0,,
Undiagnosed Diabetes,At risk,Obese,55-59,NonHispanic Asian,,0,,
Undiagnosed Diabetes,At risk,Obese,55-59,Other Race Including Multi Racial,Male,2,61307,11.4002
Undiagnosed Diabetes,At risk,Obese,55-59,Other Race Including Multi Racial,Female,1,20505,3.813
Undiagnosed Diabetes,At risk,Obese,55-59,Other Race Including Multi Racial,,3,81812,15.2132
Undiagnosed Diabetes,At risk,Obese,55-59,,Male,6,318070,59.146
Undiagnosed Diabetes,At risk,Obese,55-59,,Female,4,219701,40.854
Undiagnosed Diabetes,At risk,Obese,55-59,,,10,537771,100
Undiagnosed Diabetes,At risk,Obese,60-64,Mexican American,Male,2,16209,3.5466
Undiagnosed Diabetes,At risk,Obese,60-64,Mexican American,Female,3,25306,5.5371
Undiagnosed Diabetes,At risk,Obese,60-64,Mexican American,,5,41515,9.0838
Undiagnosed Diabetes,At risk,Obese,60-64,Other Hispanic,Male,1,10240,2.2406
Undiagnosed Diabetes,At risk,Obese,60-64,Other Hispanic,Female,1,7354,1.609
Undiagnosed Diabetes,At risk,Obese,60-64,Other Hispanic,,2,17594,3.8496
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic White,Male,1,116270,25.4406
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic White,Female,1,116658,25.5255
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic White,,2,232928,50.9661
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Black,Male,3,32110,7.0258
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Black,Female,6,116006,25.3829
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Black,,9,148116,32.4087
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Asian,Male,0,,
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Asian,Female,1,16873,3.6918
Undiagnosed Diabetes,At risk,Obese,60-64,NonHispanic Asian,,1,16873,3.6918
Undiagnosed Diabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,At risk,Obese,60-64,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,At risk,Obese,60-64,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,At risk,Obese,60-64,,Male,7,174829,38.2536
Undiagnosed Diabetes,At risk,Obese,60-64,,Female,12,282197,61.7464
Undiagnosed Diabetes,At risk,Obese,60-64,,,19,457026,100
Undiagnosed Diabetes,Not at risk,Obese,65-70,Mexican American,Male,2,22392,8.9907
Undiagnosed Diabetes,Not at risk,Obese,65-70,Mexican American,Female,4,39795,15.9781
Undiagnosed Diabetes,Not at risk,Obese,65-70,Mexican American,,6,62188,24.9688
Undiagnosed Diabetes,Not at risk,Obese,65-70,Other Hispanic,Male,1,8156,3.2748
Undiagnosed Diabetes,Not at risk,Obese,65-70,Other Hispanic,Female,0,,
Undiagnosed Diabetes,Not at risk,Obese,65-70,Other Hispanic,,1,8156,3.2748
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic White,Male,1,25409,10.2018
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic White,Female,1,123255,49.4879
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic White,,2,148664,59.6898
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic Black,Male,1,11947,4.7969
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic Black,Female,0,,
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic Black,,1,11947,4.7969
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic Asian,Male,0,,
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic Asian,Female,1,18106,7.2697
Undiagnosed Diabetes,Not at risk,Obese,65-70,NonHispanic Asian,,1,18106,7.2697
Undiagnosed Diabetes,Not at risk,Obese,65-70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Obese,65-70,Other Race Including Multi Racial,Female,0,,
Undiagnosed Diabetes,Not at risk,Obese,65-70,Other Race Including Multi Racial,,0,,
Undiagnosed Diabetes,Not at risk,Obese,65-70,,Male,5,67905,27.2642
Undiagnosed Diabetes,Not at risk,Obese,65-70,,Female,6,181156,72.7358
Undiagnosed Diabetes,Not at risk,Obese,65-70,,,11,249061,100
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Mexican American,Male,0,,
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Mexican American,Female,2,27842,6.3997
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Mexican American,,2,27842,6.3997
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Hispanic,Male,0,,
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Hispanic,Female,3,32102,7.3791
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Hispanic,,3,32102,7.3791
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic White,Male,4,103190,23.7193
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic White,Female,2,109700,25.2157
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic White,,6,212889,48.9349
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Black,Male,2,30106,6.9203
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Black,Female,1,16902,3.8851
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Black,,3,47008,10.8053
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Asian,Male,2,39192,9.0087
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Asian,Female,1,24876,5.718
Undiagnosed Diabetes,Not at risk,Obese,Over 70,NonHispanic Asian,,3,64068,14.7267
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Male,0,,
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,Female,1,51136,11.7542
Undiagnosed Diabetes,Not at risk,Obese,Over 70,Other Race Including Multi Racial,,1,51136,11.7542
Undiagnosed Diabetes,Not at risk,Obese,Over 70,,Male,8,172488,39.6483
